study	cage	diet	mouse	colonytype	colony	timepoint	Species	Strain	isolation.source	body.part	country	date	plate	location_nooil	timeA_nooil	timeB_nooil	timeC_nooil	timeD_nooil	timeE_nooil	location_oil	timeA_oil	timeB_oil	timeC_oil	timeD_oil	timeE_oil	timeA	timeB	timeC	timeD	timeE	blank_nooil	blank_oil	ph	mouseweight	notes	Gavage	GavageGeneral
AP4	239566	HF	411	white	H	W10			mouse	SI	north america	10/16/16	plate5	H3	0.087	0.121	0.282	1.039	1.17	H9	0.19	0.108	0.112	0.123	0.123	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	499	white	A	W10			mouse	SI	north america	10/16/16	plate5	A4	0.085	0.111	0.228	0.644	0.736	A10	0.242	0.129	0.121	0.129	0.133	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	B	W10			mouse	SI	north america	10/16/16	plate5	B4	0.082	0.099	0.169	0.738	0.799	B10	0.231	0.13	0.127	0.137	0.136	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	C	W10			mouse	SI	north america	10/16/16	plate5	C4	0.081	0.113	0.248	0.917	0.997	C10	0.219	0.124	0.121	0.13	0.133	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	D	W10			mouse	SI	north america	10/16/16	plate5	D4	0.083	0.114	0.261	0.853	0.943	D10	0.233	0.124	0.12	0.132	0.134	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	E	W10			mouse	SI	north america	10/16/16	plate5	E4	0.089	0.146	0.391	1.253	1.331	E10	0.23	0.122	0.126	0.139	0.139	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	F	W10			mouse	SI	north america	10/16/16	plate5	F4	0.086	0.119	0.252	1.069	1.136	F10	0.16	0.103	0.104	0.109	0.11	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	G	W10			mouse	SI	north america	10/16/16	plate5	G4	0.091	0.135	0.346	0.955	0.993	G10	0.183	0.114	0.118	0.125	0.125	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	white	H	W10			mouse	SI	north america	10/16/16	plate5	H4	0.083	0.11	0.225	0.96	1.115	H10	0.196	0.122	0.12	0.13	0.129	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	A	W10			mouse	SI	north america	10/16/16	plate5	A6	0.084	0.105	0.2	0.587	0.714	A12	0.207	0.129	0.126	0.137	0.141	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	B	W10			mouse	SI	north america	10/16/16	plate5	B6	0.087	0.119	0.28	0.83	0.997	B12	0.216	0.132	0.127	0.134	0.135	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	C	W10			mouse	SI	north america	10/16/16	plate5	C6	0.092	0.12	0.256	0.757	0.939	C12	0.181	0.115	0.119	0.131	0.132	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	D	W10			mouse	SI	north america	10/16/16	plate5	D6	0.093	0.116	0.256	0.924	0.996	D12	0.22	0.12	0.122	0.135	0.137	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	E	W10			mouse	SI	north america	10/16/16	plate5	E6	0.094	0.119	0.252	0.83	0.999	E12	0.201	0.118	0.115	0.126	0.125	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	F	W10			mouse	SI	north america	10/16/16	plate5	F6	0.083	0.1	0.166	0.487	0.546	F12	0.187	0.121	0.12	0.13	0.133	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	G	W10			mouse	SI	north america	10/16/16	plate5	G6	0.081	0.103	0.186	0.599	0.769	G12	0.164	0.1	0.105	0.111	0.114	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	white	H	W10			mouse	SI	north america	10/16/16	plate5	H6	0.086	0.104	0.184	0.62	0.607	H12	0.203	0.118	0.117	0.13	0.133	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	488	white	A	W10			mouse	SI	north america	10/16/16	plate5	A5	0.087	0.113	0.25	0.633	0.707	A11	0.175	0.11	0.109	0.121	0.119	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	B	W10			mouse	SI	north america	10/16/16	plate5	B5	0.092	0.125	0.291	0.938	1.003	B11	0.216	0.122	0.12	0.126	0.128	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	C	W10			mouse	SI	north america	10/16/16	plate5	C5	0.086	0.147	0.324	1.007	1.086	C11	0.22	0.138	0.127	0.141	0.138	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	D	W10			mouse	SI	north america	10/16/16	plate5	D5	0.088	0.113	0.226	0.675	0.798	D11	0.154	0.111	0.114	0.127	0.125	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	E	W10			mouse	SI	north america	10/16/16	plate5	E5	0.096	0.144	0.401	1.122	1.192	E11	0.221	0.132	0.132	0.141	0.141	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	F	W10			mouse	SI	north america	10/16/16	plate5	F5	0.095	0.139	0.375	1.095	1.22	F11	0.233	0.125	0.125	0.134	0.134	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	G	W10			mouse	SI	north america	10/16/16	plate5	G5	0.095	0.136	0.339	1.007	0.999	G11	0.204	0.129	0.129	0.139	0.138	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	white	H	W10			mouse	SI	north america	10/16/16	plate5	H5	0.087	0.117	0.24	0.628	0.74	H11	0.172	0.109	0.113	0.123	0.123	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	403	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	A5	0.083	0.092	0.125	0.311	0.458	A11	0.187	0.112	0.109	0.116	0.121	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	B5	0.086	0.098	0.124	0.293	0.441	B11	0.152	0.096	0.101	0.105	0.113	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate6	C5	0.086	0.094	0.124	0.306	0.466	C11	0.152	0.099	0.1	0.102	0.104	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate6	D5	0.092	0.095	0.122	0.272	0.431	D11	0.253	0.123	0.128	0.125	0.127	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate6	E5	0.085	0.092	0.127	0.317	0.5	E11	0.201	0.11	0.116	0.118	0.12	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate6	F5	0.084	0.093	0.117	0.256	0.395	F11	0.132	0.095	0.112	0.201	0.301	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate6	G5	0.085	0.093	0.131	0.323	0.467	G11	0.188	0.106	0.107	0.11	0.111	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	403	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate6	H5	0.085	0.099	0.126	0.295	0.447	H11	0.203	0.108	0.111	0.118	0.118	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239560	LF	470	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	A2	0.083	0.09	0.128	0.34	0.503	A8	0.157	0.097	0.098	0.102	0.102	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	B2	0.088	0.094	0.136	0.365	0.556	B8	0.161	0.1	0.101	0.103	0.105	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate6	C2	0.084	0.092	0.121	0.34	0.497	C8	0.208	0.105	0.107	0.112	0.111	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate6	D2	0.094	0.098	0.137	0.334	0.474	D8	0.152	0.099	0.101	0.11	0.118	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate6	E2	0.085	0.096	0.124	0.319	0.494	E8	0.097	0.092	0.108	0.224	0.352	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate6	F2	0.086	0.098	0.124	0.294	0.452	F8	0.141	0.097	0.098	0.1	0.102	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate6	G2	0.089	0.1	0.139	0.33	0.48	G8	0.18	0.112	0.114	0.117	0.12	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239560	LF	470	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate6	H2	0.093	0.103	0.154	0.377	0.53	H8	0.159	0.104	0.114	0.157	0.21	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239562	LF	459	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	A4	0.085	0.094	0.138	0.358	0.495	A10	0.14	0.094	0.107	0.186	0.266	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	B4	0.086	0.095	0.137	0.334	0.507	B10	0.184	0.106	0.111	0.111	0.115	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate6	C4	0.087	0.095	0.143	0.388	0.541	C10	0.203	0.111	0.113	0.116	0.117	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate6	D4	0.093	0.105	0.181	0.433	0.611	D10	0.221	0.12	0.119	0.122	0.123	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate6	E4	0.085	0.096	0.143	0.371	0.55	E10	0.19	0.107	0.113	0.116	0.117	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate6	F4	0.092	0.106	0.16	0.369	0.551	F10	0.173	0.107	0.11	0.113	0.115	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate6	G4	0.089	0.1	0.155	0.384	0.542	G10	0.178	0.111	0.114	0.117	0.12	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239562	LF	459	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate6	H4	0.093	0.102	0.148	0.368	0.526	H10	0.184	0.109	0.112	0.117	0.118	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	C1	0.091	0.1	0.156	0.413	0.564	C7	0.206	0.12	0.119	0.125	0.124	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	D1	0.095	0.108	0.194	0.54	0.694	D7	0.213	0.112	0.115	0.12	0.119	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	A6	0.09	0.099	0.144	0.355	0.507	A12	0.167	0.105	0.113	0.155	0.199	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	B6	0.087	0.095	0.147	0.372	0.542	B12	0.181	0.105	0.116	0.137	0.16	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate6	C6	0.092	0.1	0.14	0.37	0.55	C12	0.186	0.112	0.117	0.124	0.132	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate6	D6	0.086	0.096	0.137	0.34	0.509	D12	0.19	0.106	0.11	0.118	0.131	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate6	E6	0.093	0.104	0.155	0.349	0.506	E12	0.175	0.114	0.116	0.121	0.125	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate6	F6	0.087	0.101	0.179	0.44	0.601	F12	0.193	0.112	0.115	0.119	0.123	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate6	G6	0.09	0.101	0.138	0.305	0.442	G12	0.195	0.126	0.123	0.127	0.129	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	473	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate6	H6	0.094	0.112	0.146	0.348	0.503	H12	0.219	0.12	0.117	0.127	0.131	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239567	LF	488	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate6	A3	0.092	0.103	0.169	0.438	0.611	A9	0.171	0.105	0.115	0.175	0.238	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate6	B3	0.089	0.101	0.198	0.546	0.725	B9	0.137	0.101	0.158	0.401	0.567	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate6	C3	0.091	0.1	0.171	0.535	0.705	C9	0.147	0.101	0.136	0.358	0.523	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate6	D3	0.094	0.108	0.169	0.434	0.594	D9	0.163	0.111	0.115	0.131	0.153	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate6	E3	0.092	0.101	0.159	0.425	0.608	E9	0.097	0.1	0.142	0.338	0.512	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate6	F3	0.09	0.101	0.139	0.356	0.522	F9	0.188	0.116	0.129	0.145	0.19	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate6	G3	0.09	0.097	0.127	0.303	0.475	G9	0.123	0.097	0.113	0.195	0.295	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239567	LF	488	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate6	H3	0.097	0.106	0.146	0.346	0.503	H9	0.096	0.103	0.124	0.261	0.39	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate7	A2	0.087	0.095	0.153	0.394	0.551	A8	0.199	0.111	0.112	0.119	0.124	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate7	B2	0.091	0.102	0.169	0.429	0.584	B8	0.199	0.11	0.114	0.117	0.116	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate7	C2	0.088	0.1	0.183	0.442	0.59	C8	0.212	0.126	0.118	0.121	0.121	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate7	D2	0.089	0.103	0.155	0.348	0.509	D8	0.206	0.113	0.115	0.123	0.123	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate7	E2	0.086	0.098	0.19	0.52	0.707	E8	0.138	0.098	0.118	0.177	0.267	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate7	F2	0.091	0.106	0.184	0.415	0.583	F8	0.204	0.128	0.13	0.132	0.132	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate7	G2	0.093	0.104	0.162	0.373	0.532	G8	0.151	0.099	0.105	0.135	0.178	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	408	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate7	H2	0.088	0.097	0.14	0.343	0.498	H8	0.184	0.11	0.114	0.121	0.122	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate7	A4	0.089	0.095	0.124	0.309	0.469	A10	0.218	0.105	0.106	0.116	0.122	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate7	B4	0.089	0.099	0.119	0.264	0.425	B10	0.177	0.1	0.105	0.11	0.119	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate7	C4	0.088	0.097	0.125	0.33	0.498	C10	0.14	0.097	0.124	0.231	0.355	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate7	D4	0.091	0.103	0.172	0.415	0.56	D10	0.17	0.114	0.124	0.132	0.149	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate7	E4	0.091	0.106	0.243	0.732	0.922	E10	0.166	0.106	0.11	0.113	0.114	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate7	F4	0.093	0.104	0.294	0.715	0.897	F10	0.162	0.108	0.112	0.113	0.121	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate7	G4	0.09	0.099	0.167	0.5	0.71	G10	0.167	0.105	0.108	0.108	0.109	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239559	HF	450	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate7	H4	0.093	0.099	0.107	0.135	0.174	H10	0.181	0.103	0.105	0.107	0.108	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239564	LF	486	white	A	W10			mouse	SI	north america	10/18/16	plate7	A3	0.088	0.106	0.333	0.828	0.914	A9	0.185	0.118	0.123	0.134	0.14	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	B	W10			mouse	SI	north america	10/18/16	plate7	B3	0.084	0.097	0.216	0.457	0.531	B9	0.189	0.114	0.122	0.128	0.129	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	C	W10			mouse	SI	north america	10/18/16	plate7	C3	0.092	0.105	0.344	0.834	0.994	C9	0.167	0.109	0.113	0.117	0.118	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	D	W10			mouse	SI	north america	10/18/16	plate7	D3	0.094	0.122	0.426	0.941	1.018	D9	0.179	0.114	0.12	0.126	0.127	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	E	W10			mouse	SI	north america	10/18/16	plate7	E3	0.097	0.123	0.505	0.915	0.965	E9	0.113	0.096	0.145	0.36	0.502	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	F	W10			mouse	SI	north america	10/18/16	plate7	F3	0.1	0.122	0.482	1.003	1.059	F9	0.148	0.094	0.098	0.102	0.106	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	G	W10			mouse	SI	north america	10/18/16	plate7	G3	0.109	0.135	0.498	0.956	0.991	G9	0.151	0.102	0.11	0.12	0.127	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	white	H	W10			mouse	SI	north america	10/18/16	plate7	H3	0.094	0.112	0.375	0.883	0.951	H9	0.089	0.1	0.233	0.67	0.767	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate7	C1	0.09	0.102	0.178	0.447	0.592	C7	0.223	0.135	0.129	0.133	0.136	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239564	LF	486	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate7	D1	0.092	0.101	0.168	0.409	0.562	D7	0.16	0.11	0.115	0.116	0.116	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	411	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate7	A5	0.093	0.102	0.165	0.417	0.59	A11	0.204	0.121	0.122	0.129	0.142	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate7	B5	0.093	0.11	0.186	0.452	0.59	B11	0.176	0.111	0.115	0.118	0.121	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	C	W10			mouse	SI	north america	10/18/16	plate7	C5	0.093	0.099	0.161	0.395	0.564	C11	0.204	0.121	0.119	0.123	0.121	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	D	W10			mouse	SI	north america	10/18/16	plate7	D5	0.091	0.11	0.168	0.427	0.612	D11	0.224	0.115	0.117	0.12	0.119	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	E	W10			mouse	SI	north america	10/18/16	plate7	E5	0.09	0.125	0.451	1.105	1.325	E11	0.222	0.123	0.126	0.131	0.132	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	F	W10			mouse	SI	north america	10/18/16	plate7	F5	0.092	0.102	0.137	0.264	0.402	F11	0.199	0.121	0.12	0.123	0.123	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	G	W10			mouse	SI	north america	10/18/16	plate7	G5	0.095	0.11	0.198	0.486	0.662	G11	0.195	0.119	0.118	0.122	0.123	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	411	nonwhite	H	W10			mouse	SI	north america	10/18/16	plate7	H5	0.094	0.107	0.193	0.486	0.657	H11	0.175	0.103	0.109	0.136	0.171	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		18_2	oil
AP4	239566	HF	499	nonwhite	A	W10			mouse	SI	north america	10/18/16	plate7	A6	0.093	0.111	0.301	0.851	1.066	A12	0.172	0.111	0.114	0.117	0.123	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
AP4	239566	HF	499	nonwhite	B	W10			mouse	SI	north america	10/18/16	plate7	B6	0.093	0.107	0.176	0.447	0.614	B12	0.206	0.112	0.116	0.119	0.121	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA		NaCl	
